STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
     1975;19360404;   5;    4.6;   6.1;   3.7; 1014.40;   73.00;-999;    9.1;    2.6;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360405;   5;    4.8;   5.2;   3.3; 1017.60;   64.00;-999;   10.3;   -2.4;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360406;   5;    3.2;   5.2;   5.3; 1014.20;   70.00;-999;    6.8;   -0.5;   -999;-999;   3.6;   8;     -999;   0;eor
     1975;19360407;   5;    3.6;   6.1;   4.0; 1005.90;   78.00;-999;    8.1;    0.9;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360408;   5;    4.8;   5.6;   0.3; 1014.30;   68.00;-999;   10.5;   -2.0;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360409;   5;    5.2;   6.8;   2.0; 1017.00;   75.00;-999;   11.5;    2.8;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360410;   5;    3.7;   6.3;   7.0; 1011.10;   80.00;-999;    8.8;   -1.7;   -999;-999;   1.3;   1;     -999;   0;eor
     1975;19360411;   5;    2.0;   6.1;   7.7; 1001.10;   85.00;-999;    5.6;    0.6;   -999;-999;   2.4;   8;     -999;   0;eor
     1975;19360412;   5;    2.4;   6.1;   5.0; 1001.40;   83.00;-999;    5.3;    0.1;   -999;-999;   0.3;   8;     -999;   0;eor
     1975;19360413;   5;    3.0;   5.6;   4.3; 1002.70;   75.00;-999;    8.5;   -2.4;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360414;   5;    5.0;   5.7;   5.0;  999.60;   67.00;-999;    9.5;    0.4;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360415;   5;    8.3;   7.5;   4.7;  997.80;   72.00;-999;   13.5;    0.4;   -999;-999;   1.2;   1;     -999;   0;eor
     1975;19360416;   5;    8.6;  10.1;   8.0;  992.40;   85.00;-999;   14.0;    5.9;   -999;-999;   0.8;   1;     -999;   0;eor
     1975;19360417;   5;    6.7;   9.3;   8.0;  988.30;   96.00;-999;    9.0;    4.0;   -999;-999;  18.5;   1;     -999;   0;eor
     1975;19360418;   5;    3.4;   7.3;   8.0;  991.80;   94.00;-999;    8.5;    1.0;   -999;-999;  25.3;   8;     -999;   0;eor
     1975;19360419;   5;    4.4;   6.0;   3.3; 1003.20;   71.00;-999;    8.4;    1.7;   -999;-999;   2.1;   1;     -999;   0;eor
     1975;19360420;   5;    3.9;   6.7;   7.3; 1003.00;   82.00;-999;    8.1;    1.3;   -999;-999;   6.0;   1;     -999;   0;eor
     1975;19360421;   5;    3.4;   6.3;   4.0;  998.80;   80.00;-999;    8.0;    1.0;   -999;-999;   1.1;   1;     -999;   0;eor
     1975;19360422;   5;    2.9;   6.4;   7.7;  999.60;   84.00;-999;    6.7;   -1.5;   -999;-999;   1.8;   1;     -999;   0;eor
     1975;19360423;   5;    3.2;   6.7;   5.7; 1010.20;   87.00;-999;    4.4;    1.6;   -999;-999;   2.5;   8;     -999;   0;eor
     1975;19360424;   5;    3.7;   6.0;   7.3; 1012.60;   77.00;-999;    9.3;    1.2;   -999;-999;   0.3;   8;     -999;   0;eor
     1975;19360425;   5;    9.1;   9.3;   6.0; 1016.30;   82.00;-999;   13.0;    3.0;   -999;-999;   0.3;   1;     -999;   0;eor
     1975;19360426;   5;   12.1;  12.3;   7.7; 1015.40;   84.00;-999;   17.0;    5.0;   -999;-999;   9.6;   1;     -999;   0;eor
     1975;19360427;   5;    9.4;  10.8;   8.0; 1016.30;   91.00;-999;   14.3;    8.5;   -999;-999;   2.2;   1;     -999;   0;eor
     1975;19360428;   5;   10.6;  11.1;   6.7; 1020.00;   86.00;-999;   14.8;    8.2;   -999;-999;   0.2;   1;     -999;   0;eor
     1975;19360429;   5;    7.6;   9.6;   8.0; 1021.10;   91.00;-999;   10.3;    6.9;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360430;   5;    7.4;   9.6;   8.0; 1019.90;   94.00;-999;    9.4;    4.9;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360501;   5;    7.6;   8.8;   4.0; 1021.90;   84.00;-999;   14.0;    4.0;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360502;   5;    9.4;   9.2;   6.7; 1024.20;   79.00;-999;   14.1;    4.7;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360503;   5;    8.8;   8.9;   6.7; 1023.90;   77.00;-999;   14.5;    4.8;   -999;-999;   0.2;   1;     -999;   0;eor
     1975;19360504;   5;    7.8;  10.1;   8.0; 1017.90;   94.00;-999;   11.4;    6.0;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360505;   5;   10.0;  11.2;   6.7; 1012.80;   89.00;-999;   16.3;    6.8;   -999;-999;   6.7;   1;     -999;   0;eor
     1975;19360506;   5;   12.3;  12.4;   3.3; 1011.40;   82.00;-999;   19.5;    7.2;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360507;   5;   10.8;  11.2;   5.3; 1011.60;   84.00;-999;   15.6;    8.2;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360508;   5;   12.7;  11.1;   7.0; 1010.20;   75.00;-999;   18.6;    9.0;   -999;-999;   1.9;   1;     -999;   0;eor
     1975;19360509;   5;   10.0;  11.3;   8.0; 1009.00;   92.00;-999;   13.0;    8.7;   -999;-999;   2.9;   1;     -999;   0;eor
     1975;19360510;   5;   11.6;  12.3;   8.0; 1010.30;   89.00;-999;   15.1;    8.4;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360511;   5;   11.2;  11.7;   8.0; 1013.60;   89.00;-999;   14.5;    8.5;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360512;   5;   13.0;  11.6;   5.7; 1014.20;   75.00;-999;   15.5;   10.5;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360513;   5;   10.1;  11.5;   8.0; 1015.50;   93.00;-999;   13.0;    8.5;   -999;-999;   0.7;   1;     -999;   0;eor
     1975;19360514;   5;   12.0;  11.5;   5.0; 1018.30;   80.00;-999;   17.1;    9.4;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360515;   5;   15.6;  12.3;   2.7; 1018.70;   68.00;-999;   21.2;   10.6;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360516;   5;    9.6;   9.5;   4.3; 1020.40;   78.00;-999;   14.9;    8.3;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360517;   5;   12.8;  10.7;   4.0; 1019.90;   72.00;-999;   21.2;    8.7;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360518;   5;   13.8;   9.6;   1.7; 1021.50;   62.00;-999;   19.8;    7.7;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360519;   5;   13.6;   9.5;   0.3; 1018.70;   62.00;-999;   21.0;    6.0;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360520;   5;   12.1;   8.8;   3.7; 1008.70;   60.00;-999;   20.1;    5.6;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360521;   5;   11.0;   9.3;   7.0; 1002.00;   72.00;-999;   15.4;    3.4;   -999;-999;   8.4;   1;     -999;   0;eor
     1975;19360522;   5;   10.0;  11.2;   6.3; 1002.40;   90.00;-999;   12.8;    7.4;   -999;-999;   0.1;   1;     -999;   0;eor
     1975;19360523;   5;    9.7;  11.2;   8.0; 1006.80;   92.00;-999;   11.7;    8.2;   -999;-999;   5.9;   1;     -999;   0;eor
     1975;19360524;   5;   10.6;  12.0;   8.0; 1009.40;   93.00;-999;   12.7;    8.6;   -999;-999;   3.1;   1;     -999;   0;eor
     1975;19360525;   5;   11.3;  12.4;   6.0; 1014.60;   93.00;-999;   13.8;    9.2;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360526;   5;   15.0;  14.3;   6.7; 1015.80;   84.00;-999;   19.8;    9.5;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360527;   5;   12.0;  12.4;   7.0; 1009.90;   85.00;-999;   19.2;    9.5;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360528;   5;   10.8;  10.7;   6.3; 1009.20;   83.00;-999;   15.5;    7.8;   -999;-999;   0.1;   1;     -999;   0;eor
     1975;19360529;   5;   10.3;   7.6;   6.7; 1007.40;   61.00;-999;   12.7;    7.0;   -999;-999;   0.3;   1;     -999;   0;eor
     1975;19360530;   5;   11.9;   9.5;   7.0; 1001.60;   68.00;-999;   16.0;    7.6;   -999;-999;   5.7;   1;     -999;   0;eor
     1975;19360531;   5;    8.2;   9.9;   6.0; 1003.40;   87.00;-999;   12.3;    6.6;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360601;   5;    9.6;   8.3;   3.7; 1014.00;   70.00;-999;   13.4;    2.8;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360602;   5;   11.8;   8.1;   3.0; 1015.60;   60.00;-999;   17.1;    4.5;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360603;   5;   14.8;  10.5;   5.3; 1011.00;   62.00;-999;   20.6;    6.8;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360604;   5;   16.7;  11.2;   6.7; 1003.90;   59.00;-999;   22.5;   12.3;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360605;   5;   14.4;  11.1;   3.3; 1005.80;   66.00;-999;   20.4;   11.0;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360606;   5;   16.0;  10.9;   4.3; 1005.20;   62.00;-999;   22.1;    8.0;   -999;-999;   0.8;   1;     -999;   0;eor
     1975;19360607;   5;   11.5;  12.1;   7.7; 1007.20;   88.00;-999;   15.6;    7.8;   -999;-999;   0.8;   1;     -999;   0;eor
     1975;19360608;   5;   13.5;   9.9;   3.3; 1013.20;   64.00;-999;   16.9;    8.0;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360609;   5;   13.5;   8.8;   6.7; 1012.60;   59.00;-999;   15.1;    5.2;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360610;   5;   14.2;  12.1;   7.0; 1010.30;   75.00;-999;   18.5;    9.8;   -999;-999;   2.0;   1;     -999;   0;eor
     1975;19360611;   5;   12.8;  12.5;   8.0; 1009.50;   83.00;-999;   16.7;   11.1;   -999;-999;   1.0;   1;     -999;   0;eor
     1975;19360612;   5;   13.4;   9.9;   4.0; 1013.20;   65.00;-999;   20.4;    8.6;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360613;   5;   17.8;  14.5;   2.3; 1016.30;   71.00;-999;   24.2;    7.4;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360614;   5;   18.6;  16.5;   7.3; 1012.40;   76.00;-999;   24.7;   11.9;   -999;-999;  20.6;   1;     -999;   0;eor
     1975;19360615;   5;   15.6;  12.7;   3.3; 1012.20;   71.00;-999;   21.7;   12.2;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360616;   5;   16.5;  11.9;   4.0; 1017.80;   64.00;-999;   20.6;   10.8;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360617;   5;   20.2;  13.6;   0.7; 1020.70;   58.00;-999;   26.5;   10.9;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360618;   5;   21.3;  16.5;   0.0; 1022.30;   65.00;-999;   27.4;   13.3;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360619;   5;   21.8;  14.8;   0.7; 1019.20;   56.00;-999;   28.0;    9.5;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360620;   5;   21.7;  15.3;   4.7; 1015.00;   59.00;-999;   28.9;    9.6;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360621;   5;   22.7;  16.0;   1.0; 1015.60;   58.00;-999;   29.1;   13.2;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360622;   5;   22.8;  17.5;   5.7; 1014.80;   64.00;-999;   29.2;   14.7;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360623;   5;   19.8;  18.4;   5.3; 1015.90;   77.00;-999;   24.7;   16.6;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360624;   5;   18.2;  16.0;   4.7; 1015.40;   76.00;-999;   23.9;   15.6;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360625;   5;   15.6;  14.8;   5.3; 1014.60;   79.00;-999;   19.3;   13.4;   -999;-999;   0.0;   1;     -999;   0;eor
     1975;19360626;   5;   19.8;  14.3;   5.7; 1015.00;   64.00;-999;   23.5;    8.8;   -999;-999;   0.0;   0;     -999;   0;eor
     1975;19360627;   5;   16.1;  14.8;   5.7; 1015.60;   79.00;-999;   20.8;   12.5;   -999;-999;   0.0;   0;     -999;   0;eor
