STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
     1303;19350119;   5;   -0.3;   5.6;   7.3; 1021.60;   93.00;-999;    0.7;   -2.2;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350120;   5;   -0.8;   5.5;   7.7; 1020.20;   95.00;-999;    0.0;   -2.2;   -999;-999;   1.2;   7;     -999;-999;eor
     1303;19350121;   5;    3.3;   7.3;   7.7; 1014.70;   96.00;-999;    4.0;   -0.6;   -999;-999;   3.6;   1;     -999;-999;eor
     1303;19350122;   5;    5.9;   8.8;   8.0; 1014.40;   95.00;-999;    6.8;    3.9;   -999;-999;   0.9;   1;     -999;-999;eor
     1303;19350123;   5;    4.6;   7.9;   8.0; 1013.80;   92.00;-999;    6.1;    4.2;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350124;   5;    4.5;   8.1;   8.0; 1006.80;   98.00;-999;    6.3;    2.4;   -999;-999;   1.7;   1;     -999;-999;eor
     1303;19350125;   5;    4.9;   8.3;   7.3;  976.80;   91.00;-999;    7.2;    1.5;   -999;-999;  14.3;   1;     -999;-999;eor
     1303;19350126;   5;    1.2;   6.3;   8.0;  973.10;   95.00;-999;    2.8;   -0.3;   -999;-999;   2.4;   7;     -999;-999;eor
     1303;19350127;   5;   -3.6;   4.4;   4.7;  994.00;   91.00;-999;    1.4;   -4.7;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350128;   5;   -4.1;   3.9;   5.7; 1005.80;   88.00;-999;   -2.2;   -5.5;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350129;   5;   -3.9;   4.0;   4.0; 1007.60;   87.00;-999;   -2.0;   -5.4;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350130;   5;   -3.8;   4.1;   8.0; 1005.50;   95.00;-999;   -1.4;  -10.2;   -999;-999;   1.6;   7;     -999;-999;eor
     1303;19350131;   5;    1.7;   6.7;   7.3;  998.40;   97.00;-999;    3.6;   -1.5;   -999;-999;   1.7;   1;     -999;-999;eor
     1303;19350201;   5;    3.5;   7.5;   8.0;  996.60;   96.00;-999;    3.8;    1.8;   -999;-999;  10.4;   1;     -999;-999;eor
     1303;19350202;   5;    6.8;   8.7;   5.3;  988.40;   85.00;-999;   10.7;    3.5;   -999;-999;   3.8;   1;     -999;-999;eor
     1303;19350203;   5;    4.0;   7.5;   7.3;  996.70;   95.00;-999;    5.7;    0.7;   -999;-999;  12.5;   1;     -999;-999;eor
     1303;19350204;   5;    2.9;   7.5;   8.0;  995.50;   97.00;-999;    8.3;    1.7;   -999;-999;   5.1;   1;     -999;-999;eor
     1303;19350205;   5;    3.1;   7.3;   7.0;  991.90;   96.00;-999;    4.9;    1.4;   -999;-999;   2.3;   1;     -999;-999;eor
     1303;19350206;   5;    0.9;   6.0;   5.3;  995.20;   83.00;-999;    4.5;   -2.0;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350207;   5;   -2.2;   4.5;   2.7; 1009.10;   88.00;-999;   -0.8;   -4.6;   -999;-999;   0.2;   7;     -999;-999;eor
     1303;19350208;   5;   -4.4;   3.6;   3.3; 1008.40;   82.00;-999;   -0.8;   -5.7;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350209;   5;   -6.1;   3.1;   0.0; 1007.20;   80.00;-999;   -3.0;   -7.7;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350210;   5;   -3.8;   3.5;   7.3; 1009.50;   80.00;-999;   -1.6;   -9.4;   -999;-999;   0.5;   7;     -999;-999;eor
     1303;19350211;   5;   -0.6;   5.9;   8.0; 1006.40;  100.00;-999;    0.5;   -4.0;   -999;-999;   0.1;   1;     -999;-999;eor
     1303;19350212;   5;    2.2;   6.5;   8.0; 1002.00;   93.00;-999;    3.7;   -0.2;   -999;-999;   1.9;   1;     -999;-999;eor
     1303;19350213;   5;    4.2;   7.7;   8.0;  992.80;   93.00;-999;    5.4;    2.4;   -999;-999;   9.9;   1;     -999;-999;eor
     1303;19350214;   5;    7.1;   8.3;   5.7;  989.40;   79.00;-999;    9.0;    3.0;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350215;   5;    4.7;   7.6;   8.0;  997.90;   88.00;-999;    7.3;    2.1;   -999;-999;   7.8;   1;     -999;-999;eor
     1303;19350216;   5;   10.3;  10.7;   8.0;  988.60;   86.00;-999;   10.8;    4.5;   -999;-999;   8.1;   1;     -999;-999;eor
     1303;19350217;   5;    6.4;   7.9;   6.3; 1002.40;   82.00;-999;   10.9;    4.1;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350218;   5;    6.4;   7.7;   8.0; 1009.20;   82.00;-999;    8.2;    3.7;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350219;   5;    6.3;   7.1;   3.0; 1002.30;   75.00;-999;   11.0;    2.3;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350220;   5;    9.2;   8.3;   6.7;  994.00;   73.00;-999;   11.8;    2.3;   -999;-999;   1.3;   1;     -999;-999;eor
     1303;19350221;   5;    7.8;   8.4;   7.3;  983.40;   77.00;-999;   11.5;    6.6;   -999;-999;   3.2;   1;     -999;-999;eor
     1303;19350222;   5;    6.4;   8.0;   7.3;  969.50;   81.00;-999;   10.0;    3.5;   -999;-999;   7.3;   1;     -999;-999;eor
     1303;19350223;   5;    3.7;   6.5;   7.3;  966.40;   82.00;-999;    6.3;    1.5;   -999;-999;   0.7;   1;     -999;-999;eor
     1303;19350224;   5;    3.6;   6.7;   5.0;  979.50;   86.00;-999;    5.5;    0.6;   -999;-999;   5.9;   1;     -999;-999;eor
     1303;19350225;   5;    6.5;   7.2;   7.7;  969.10;   73.00;-999;    9.2;    4.1;   -999;-999;   0.5;   1;     -999;-999;eor
     1303;19350226;   5;    2.6;   5.7;   4.0;  985.20;   77.00;-999;    6.8;    1.0;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350227;   5;    2.5;   5.7;   5.3;  989.60;   80.00;-999;    5.7;   -1.7;   -999;-999;   0.6;   1;     -999;-999;eor
     1303;19350228;   5;    5.5;   8.0;   5.7;  978.60;   86.00;-999;    8.8;    2.2;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350301;   5;    5.0;   7.2;   7.3;  978.00;   83.00;-999;    7.3;    3.0;   -999;-999;   0.3;   1;    0.000;-999;eor
     1303;19350302;   5;    4.6;   7.3;   6.7;  990.80;   85.00;-999;    7.8;    2.6;   -999;-999;   0.0;   0;    6.700;-999;eor
     1303;19350303;   5;    0.6;   5.3;   7.7; 1003.80;   83.00;-999;    4.3;    0.0;   -999;-999;   0.2;   7;    0.000;-999;eor
     1303;19350304;   5;   -0.1;   5.5;   8.0; 1010.30;   90.00;-999;    0.8;   -1.6;   -999;-999;   0.7;   7;    0.000;-999;eor
     1303;19350305;   5;    1.6;   5.7;   7.7; 1014.30;   85.00;-999;    4.1;   -1.0;   -999;-999;  12.2;   7;    1.700;-999;eor
     1303;19350306;   5;    1.3;   6.3;   6.3; 1010.80;   90.00;-999;    6.1;   -0.1;   -999;-999;   1.4;   1;    3.800;-999;eor
     1303;19350307;   5;   -1.1;   4.4;   2.0; 1020.30;   78.00;-999;    1.8;   -3.5;   -999;-999;   0.0;   0;    9.100;-999;eor
     1303;19350308;   5;   -2.8;   4.0;   3.3; 1020.80;   78.00;-999;   -1.2;   -4.0;   -999;-999;   0.0;   0;    3.500;-999;eor
     1303;19350309;   5;   -4.4;   2.9;   1.0; 1017.90;   67.00;-999;   -1.1;   -5.8;   -999;-999;   0.0;   0;    9.000;-999;eor
     1303;19350310;   5;   -0.6;   4.5;   0.0; 1013.00;   78.00;-999;    4.8;   -6.0;   -999;-999;   0.0;   0;   10.000;-999;eor
     1303;19350311;   5;    1.6;   4.9;   2.0; 1014.70;   73.00;-999;    5.8;   -3.4;   -999;-999;   0.0;   0;   10.000;-999;eor
     1303;19350312;   5;    3.8;   5.2;   0.0; 1016.30;   65.00;-999;    8.9;   -0.7;   -999;-999;   0.0;   0;    9.900;-999;eor
     1303;19350313;   5;    3.8;   6.4;   0.7; 1011.60;   79.00;-999;    9.5;   -0.5;   -999;-999;   0.0;   0;   10.200;-999;eor
     1303;19350314;   5;    5.8;   6.0;   1.0; 1005.10;   64.00;-999;   12.5;    0.1;   -999;-999;   0.0;   0;   10.500;-999;eor
     1303;19350315;   5;    7.1;   7.1;   0.3;  999.20;   70.00;-999;   13.5;    2.1;   -999;-999;   0.0;   0;    9.100;-999;eor
     1303;19350316;   5;   10.1;   6.8;   3.3;  990.20;   56.00;-999;   15.6;    5.9;   -999;-999;   0.0;   0;    9.700;-999;eor
     1303;19350317;   5;   10.3;   8.8;   6.7;  994.60;   70.00;-999;   13.5;    7.0;   -999;-999;   0.2;   1;    5.400;-999;eor
     1303;19350318;   5;    7.2;   9.2;   7.3; 1003.80;   92.00;-999;   10.2;    6.0;   -999;-999;   0.0;   0;    1.300;-999;eor
     1303;19350319;   5;    8.4;   9.3;   3.7; 1007.00;   83.00;-999;   13.8;    4.3;   -999;-999;   0.0;   0;    4.700;-999;eor
     1303;19350320;   5;   12.2;   8.9;   2.7; 1002.00;   63.00;-999;   18.0;    6.9;   -999;-999;   0.0;   0;    9.900;-999;eor
     1303;19350321;   5;   12.2;   8.5;   0.7; 1003.60;   63.00;-999;   18.5;    6.1;   -999;-999;   0.0;   0;   10.500;-999;eor
     1303;19350322;   5;   12.0;  10.7;   6.7; 1000.00;   76.00;-999;   17.2;    7.9;   -999;-999;   2.2;   1;    5.900;-999;eor
     1303;19350323;   5;    7.9;   8.8;   7.3;  998.20;   83.00;-999;   11.3;    6.3;   -999;-999;  16.1;   1;    2.500;-999;eor
     1303;19350324;   5;    8.2;   9.9;   5.3; 1003.20;   90.00;-999;   10.8;    6.4;   -999;-999;   0.1;   1;    0.800;-999;eor
     1303;19350325;   5;    8.8;   9.9;   5.7; 1012.40;   89.00;-999;   13.3;    3.2;   -999;-999;   0.2;   1;    2.100;-999;eor
     1303;19350326;   5;    8.2;   9.9;   8.0; 1009.90;   93.00;-999;    9.8;    5.5;   -999;-999;   0.0;   0;    0.000;-999;eor
     1303;19350327;   5;    6.8;   8.4;   4.7; 1010.20;   83.00;-999;   10.4;    4.8;   -999;-999;   0.0;   0;    5.800;-999;eor
     1303;19350328;   5;    6.0;   7.3;   8.0; 1011.40;   82.00;-999;    9.1;    1.1;   -999;-999;   0.0;   0;    1.800;-999;eor
     1303;19350329;   5;    3.0;   6.1;   3.7; 1006.60;   79.00;-999;    7.2;    0.7;   -999;-999;   0.2;   1;    5.900;-999;eor
     1303;19350330;   5;    2.9;   5.3;   7.0; 1010.40;   75.00;-999;    6.6;   -2.7;   -999;-999;   2.2;   7;    4.500;-999;eor
     1303;19350331;   5;    3.6;   7.6;   8.0;  999.90;   99.00;-999;    5.8;   -2.8;   -999;-999;   6.0;   1;    0.000;-999;eor
     1303;19350401;   5;    6.2;   7.9;   8.0;  992.00;   85.00;-999;    7.6;    4.6;   -999;-999;   2.2;   1;    0.000;-999;eor
     1303;19350402;   5;    2.4;   6.8;   8.0;  987.90;   93.00;-999;    6.4;    1.7;   -999;-999;   4.3;   7;    1.200;-999;eor
     1303;19350403;   5;    2.2;   6.1;   7.3;  993.10;   87.00;-999;    4.7;   -0.5;   -999;-999;   2.0;   7;    1.400;-999;eor
     1303;19350404;   5;    0.9;   6.4;   8.0;  989.50;   95.00;-999;    4.2;   -1.3;   -999;-999;   6.0;   7;    0.000;-999;eor
     1303;19350405;   5;    0.6;   6.3;   7.3;  987.40;   98.00;-999;    4.2;   -3.0;   -999;-999;   5.3;   7;    2.500;-999;eor
     1303;19350406;   5;    2.4;   6.4;   4.7;  990.80;   87.00;-999;    7.4;   -0.6;   -999;-999;   3.5;   7;    4.300;-999;eor
     1303;19350407;   5;    5.3;   7.6;   8.0;  991.10;   89.00;-999;    7.6;    0.2;   -999;-999;  11.0;   1;    0.000;-999;eor
     1303;19350408;   5;    7.4;   9.2;   7.7;  988.60;   90.00;-999;   10.0;    6.1;   -999;-999;   3.6;   1;    3.300;-999;eor
     1303;19350409;   5;   11.5;  11.2;   7.7;  991.50;   85.00;-999;   14.7;    5.5;   -999;-999;  10.6;   1;    0.000;-999;eor
     1303;19350410;   5;   15.5;  13.5;   7.0;  991.90;   74.00;-999;   22.4;   11.2;   -999;-999;   0.5;   1;    6.400;-999;eor
     1303;19350411;   5;   10.8;   9.3;   5.0;  996.00;   72.00;-999;   14.1;    8.6;   -999;-999;   1.1;   1;    4.500;-999;eor
     1303;19350412;   5;    6.3;   8.9;   8.0;  989.00;   92.00;-999;    9.7;    5.0;   -999;-999;  13.6;   1;    0.000;-999;eor
     1303;19350413;   5;    4.7;   6.5;   5.3;  999.90;   74.00;-999;    9.7;    2.1;   -999;-999;   0.0;   0;    9.500;-999;eor
     1303;19350414;   5;    5.2;   7.1;   7.0;  992.60;   79.00;-999;    8.2;    1.5;   -999;-999;   0.0;   0;    0.000;-999;eor
     1303;19350415;   5;    7.8;   8.9;   4.3;  999.90;   85.00;-999;   11.4;    1.0;   -999;-999;   0.0;   0;    7.800;-999;eor
     1303;19350416;   5;    8.3;   9.5;   7.7;  988.30;   87.00;-999;   11.2;    6.8;   -999;-999;  13.1;   1;    0.000;-999;eor
     1303;19350417;   5;    8.0;   8.4;   5.0;  985.20;   78.00;-999;   11.6;    3.2;   -999;-999;   0.7;   1;    7.900;-999;eor
     1303;19350418;   5;    8.4;   8.8;   6.3;  993.20;   80.00;-999;   11.7;    3.2;   -999;-999;   0.6;   1;    7.300;-999;eor
     1303;19350419;   5;   10.5;  10.5;   8.0;  998.40;   84.00;-999;   12.8;    6.6;   -999;-999;   1.5;   1;    1.300;-999;eor
     1303;19350420;   5;   14.7;  11.1;   4.7;  993.60;   67.00;-999;   19.0;    7.1;   -999;-999;   0.0;   0;   11.500;-999;eor
     1303;19350421;   5;   14.8;  10.5;   6.7;  991.10;   63.00;-999;   19.6;   10.3;   -999;-999;  11.6;   1;    8.200;-999;eor
     1303;19350422;   5;   10.3;  11.2;   4.7;  995.20;   88.00;-999;   14.8;    8.5;   -999;-999;   5.7;   1;    4.500;-999;eor
     1303;19350423;   5;   13.2;  10.3;   2.3;  999.40;   67.00;-999;   17.8;    6.5;   -999;-999;   4.1;   1;   11.200;-999;eor
     1303;19350424;   5;    9.4;  11.1;   8.0;  995.50;   96.00;-999;   12.9;    7.5;   -999;-999;   5.2;   1;    0.000;-999;eor
     1303;19350425;   5;   11.0;  11.6;   6.3;  992.70;   88.00;-999;   16.9;    7.5;   -999;-999;   3.0;   1;    2.900;-999;eor
     1303;19350426;   5;   12.4;  10.4;   5.3;  995.10;   73.00;-999;   16.9;    7.2;   -999;-999;   0.8;   1;    1.800;-999;eor
     1303;19350427;   5;   10.2;  10.0;   6.0; 1001.00;   79.00;-999;   16.7;    7.2;   -999;-999;   0.0;   0;   10.200;-999;eor
     1303;19350428;   5;    7.5;   9.3;   8.0; 1006.20;   90.00;-999;   12.4;    5.5;   -999;-999;   1.2;   1;    0.000;-999;eor
     1303;19350429;   5;    7.8;   9.1;   8.0; 1008.20;   86.00;-999;    9.5;    5.0;   -999;-999;   0.0;   0;    0.000;-999;eor
     1303;19350430;   5;    7.8;   8.9;   7.3; 1003.60;   83.00;-999;   11.0;    6.0;   -999;-999;   0.2;   1;    6.000;-999;eor
     1303;19350501;   5;    4.2;   5.9;   2.7; 1009.50;   69.00;-999;    8.0;    0.7;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350502;   5;    6.7;   6.0;   2.7; 1009.50;   62.00;-999;   12.7;   -1.5;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350503;   5;   11.4;   6.9;   1.7; 1003.20;   52.00;-999;   16.5;    4.0;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350504;   5;   14.0;   8.3;   0.7; 1002.30;   53.00;-999;   20.2;    6.1;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350505;   5;   15.4;  10.1;   3.3; 1005.10;   57.00;-999;   21.0;    8.0;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350506;   5;   17.6;   8.3;   1.3; 1008.20;   44.00;-999;   23.4;    7.8;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350507;   5;   10.5;   9.6;   7.0; 1008.80;   74.00;-999;   16.4;    8.6;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350508;   5;    8.5;   8.5;   5.0; 1010.30;   76.00;-999;   12.8;    6.6;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350509;   5;   10.7;   6.9;   0.3; 1008.70;   56.00;-999;   15.4;    3.4;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350510;   5;   13.4;   7.5;   0.0; 1004.30;   47.00;-999;   20.2;    4.5;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350511;   5;   11.4;  10.0;   4.7; 1000.70;   80.00;-999;   18.2;    5.4;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350512;   5;    7.0;   6.0;   5.0; 1001.40;   60.00;-999;   11.7;    5.5;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350513;   5;    6.6;   6.3;   5.3; 1003.50;   64.00;-999;    9.5;    0.8;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350514;   5;    7.2;   6.9;   7.7; 1000.30;   68.00;-999;   10.0;    1.4;   -999;-999;   4.1;   1;     -999;-999;eor
     1303;19350515;   5;    4.8;   8.1;   8.0;  994.30;   94.00;-999;    7.6;    2.5;   -999;-999;   3.0;   1;     -999;-999;eor
     1303;19350516;   5;    6.6;   7.3;   7.0;  997.00;   75.00;-999;   11.2;    3.9;   -999;-999;   0.8;   1;     -999;-999;eor
     1303;19350517;   5;    5.1;   6.9;   5.3;  997.50;   78.00;-999;    8.0;    1.8;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350518;   5;    5.8;   8.1;   7.0;  993.80;   87.00;-999;   10.8;    1.8;   -999;-999;   2.1;   1;     -999;-999;eor
     1303;19350519;   5;    5.5;   8.0;   6.3;  999.90;   91.00;-999;    9.3;    3.4;   -999;-999;   3.9;   1;     -999;-999;eor
     1303;19350520;   5;    9.7;   8.4;   6.7; 1004.20;   70.00;-999;   15.0;    4.5;   -999;-999;   0.6;   1;     -999;-999;eor
     1303;19350521;   5;   12.9;   9.2;   3.3; 1004.30;   62.00;-999;   16.8;    5.2;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350522;   5;   11.8;  10.0;   5.0; 1000.30;   76.00;-999;   17.5;    5.1;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350523;   5;   15.0;  11.9;   8.0;  991.20;   72.00;-999;   17.4;   10.0;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350524;   5;   13.0;  12.7;   7.3;  996.30;   86.00;-999;   16.8;   11.1;   -999;-999;   0.7;   1;     -999;-999;eor
     1303;19350525;   5;   13.7;  13.3;   7.7;  999.50;   87.00;-999;   15.8;   11.2;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350526;   5;   15.4;  15.3;   7.3; 1000.80;   86.00;-999;   18.4;   10.4;   -999;-999;   1.5;   1;     -999;-999;eor
     1303;19350527;   5;   17.5;  15.1;   5.3; 1001.60;   74.00;-999;   21.8;   13.2;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350528;   5;   18.5;  13.6;   3.7;  999.80;   64.00;-999;   23.4;   12.4;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350529;   5;   17.6;  16.4;   7.3;  997.10;   77.00;-999;   23.2;   13.8;   -999;-999;   0.3;   1;     -999;-999;eor
     1303;19350530;   5;   17.6;  13.9;   6.7;  992.60;   67.00;-999;   23.3;   12.0;   -999;-999;   3.0;   1;     -999;-999;eor
     1303;19350531;   5;   10.7;   9.7;   5.7;  997.50;   76.00;-999;   15.6;    8.1;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350601;   5;   11.3;  10.3;   3.7;  998.30;   76.00;-999;   16.0;    6.2;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350602;   5;   13.2;  12.7;   5.7;  994.80;   84.00;-999;   16.7;    6.5;   -999;-999;   2.4;   1;     -999;-999;eor
     1303;19350603;   5;   13.2;  12.9;   7.0;  994.20;   82.00;-999;   18.5;   10.7;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350604;   5;   15.6;  12.3;   5.7;  993.80;   70.00;-999;   19.1;    8.5;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350605;   5;   14.2;  13.3;   5.7;  989.50;   80.00;-999;   18.8;   12.5;   -999;-999;   1.6;   1;     -999;-999;eor
     1303;19350606;   5;   13.6;  11.6;   6.3;  998.40;   75.00;-999;   16.6;    9.6;   -999;-999;   0.4;   1;     -999;-999;eor
     1303;19350607;   5;   17.8;  13.9;   6.3;  998.80;   68.00;-999;   23.4;   10.6;   -999;-999;   2.4;   1;     -999;-999;eor
     1303;19350608;   5;   15.8;  11.6;   5.7; 1003.90;   64.00;-999;   22.8;   12.8;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350609;   5;   16.2;  11.5;   3.0; 1006.00;   64.00;-999;   21.8;    9.0;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350610;   5;   24.3;  16.0;   3.3;  995.60;   53.00;-999;   28.9;   11.6;   -999;-999;   1.0;   1;     -999;-999;eor
     1303;19350611;   5;   16.4;  17.1;   6.0;  993.60;   81.00;-999;   24.2;   11.5;   -999;-999;   8.7;   1;     -999;-999;eor
     1303;19350612;   5;   14.7;  12.8;   6.3; 1002.40;   77.00;-999;   17.8;   10.7;   -999;-999;   1.3;   1;     -999;-999;eor
     1303;19350613;   5;   17.2;  14.3;   5.3; 1002.60;   72.00;-999;   22.8;   11.5;   -999;-999;   2.7;   1;     -999;-999;eor
     1303;19350614;   5;   17.4;  16.3;   7.3;  997.90;   81.00;-999;   21.7;   13.1;   -999;-999;   6.6;   1;     -999;-999;eor
     1303;19350615;   5;   12.8;  13.9;   7.7;  993.60;   92.00;-999;   16.9;   11.8;   -999;-999;   9.5;   1;     -999;-999;eor
     1303;19350616;   5;   11.4;  11.6;   6.3;  995.80;   87.00;-999;   14.1;    9.4;   -999;-999;   8.7;   1;     -999;-999;eor
     1303;19350617;   5;   12.9;  11.7;   4.7; 1000.70;   78.00;-999;   18.0;    8.7;   -999;-999;   2.5;   1;     -999;-999;eor
     1303;19350618;   5;   14.0;  14.8;   8.0;  998.80;   93.00;-999;   17.2;   10.2;   -999;-999;  10.6;   1;     -999;-999;eor
     1303;19350619;   5;   14.0;  12.1;   6.7; 1005.10;   76.00;-999;   17.5;   11.7;   -999;-999;   1.9;   1;     -999;-999;eor
     1303;19350620;   5;   15.2;  16.7;   8.0; 1004.20;   98.00;-999;   16.2;   10.3;   -999;-999;  18.5;   1;     -999;-999;eor
     1303;19350621;   5;   16.5;  17.7;   7.3; 1005.50;   96.00;-999;   19.2;   15.1;   -999;-999;   0.1;   1;     -999;-999;eor
     1303;19350622;   5;   20.2;  15.7;   1.0; 1007.90;   66.00;-999;   25.9;   12.6;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350623;   5;   23.1;  17.5;   0.3; 1006.60;   62.00;-999;   27.4;   15.5;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350624;   5;   22.6;  19.5;   4.3; 1001.00;   71.00;-999;   28.1;   17.0;   -999;-999;   1.9;   1;     -999;-999;eor
     1303;19350625;   5;   23.4;  20.4;   4.0;  998.80;   69.00;-999;   29.7;   19.6;   -999;-999;  11.1;   1;     -999;-999;eor
     1303;19350626;   5;   24.4;  20.9;   4.0; 1002.80;   60.00;-999;   28.8;   16.5;   -999;-999;   0.0;   0;     -999;-999;eor
     1303;19350627;   5;   22.8;  19.2;   6.0; 1007.10;   69.00;-999;   26.8;   19.3;   -999;-999;   0.0;   0;     -999;-999;eor
